competency_id,competency_name,competency_type,description
SKLLEG10,Patent Law,Skill,Understands all local and international legislation governing patents for any new inventions. Keeps abreast of policy and procedure updates and amendments to ensure continued compliance.
SKLMANU02,"Chemistry, Manufacturing, and Control (CMC)",Skill,"Defines pharmaceutical or biologic-specific manufacturing processes, product characteristics, and product testing to ensure product safety, effectivity, and consistency between batches."
SKLLEAD24,Corporate Management,Skill,Works with other managers to lead and direct the company's work towards executive-level goals. Understands the strategic goals of the company and works to allocate company resources to reach these.
SKLLEAD25,Business Process Management,Skill,Uses a systematic methodology to implement and optimize business processes in pursuit of achieving goals and objectives.
SKLLEAD26,"Environmental, Social, and Governance (ESG) Risk",Skill,"Understands non-financial risk considerations, such as environmental, social, and governance (ESG) risk. Focuses on the impact the organization's decisions (e.g., brand, legal, technological, product, services, labor, ethical conduct, compliance, strategy, etc.) may have on its stakeholders and the environment."
SKLLEG02,Intellectual Property Investigations,Skill,Conducts investigations when there are suspicions that a company's intellectual assets may have been stolen.
SKLLEG03,Intellectual Property Law,Skill,"Understands all local and international legislation governing Intellectual Property (e.g., patents, designs, trademarks, and copyright protection). Keeps abreast with any updates and amendments of policies and procedures to ensure continued compliance."
TT000076,LAN/WAN,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLLEG04,Intellectual Property Operations,Skill,"Ensures the daily smooth running of an Intellectual Property (IP) function within a law firm or a large organization. Understands the legal, technological, economic, and cultural changes that affect corporate IP ownership and management."
SKLLEG05,Legal Documentation,Skill,"Drafts documents where two or more parties can enter into an agreement. Ensures that these documents and the terms and conditions contained therein, as well as the signing thereof, complies with all relevant legislation."
SKLLEG09,Patent Application Process,Skill,Supports clients through the process of applying for patents for an invention.
SKLLEG11,Trademarking,Skill,"Assists clients in registering and protecting recognizable identifiers of products or services (e.g., signs, designs, or expressions)."
SKLLEG12,Intellectual Property License Agreement,Skill,"Manages the ownership of the organization's patent, copyright, or trademark. Shares permission with outside stakeholders to use the organization's intellectual property rights for a specific time, fee, or royalty."
SKLMANU13,Good Manufacturing Practice (GMP),Skill,"Understands and utilizes Good Manufacturing Practice (GMP) regulations to ensure the quality of drugs, medical devices, blood, and some types of food. Controls the manufacturing, processing, packaging, or holding of drug products at manufacturing facilities."
SKLLEG13,Dispute Resolution,Skill,Resolves disputes or conflicts by meeting the opposing side's needs and addressing their interests. Knows dispute resolution strategies.
SKLLEG14,Legal Technology (LegalTech) Solutions,Skill,"Uses Legal Technology (LegalTech), or software and technologies to streamline core processes, like practice and document management, billing and accounting, and e-discovery."
SKLLEG15,Patent Litigation,Skill,Supports clients or the business by taking patent cases to a court of law so that a judgment can be taken.
SKLLEG17,Corporate Law,Skill,"Understands all local and international legislation governing the rights, relations, and conduct of persons, companies, organizations, and businesses. Keeps abreast with any updates and amendments and updates policies and procedures."
SKLLEG20,Legal Counsel,Skill,"Advises on how to deal with various matters, particularly legal issues, how to provide legal support, deal with litigation, etc."
SKLLEG27,Legal Research,Skill,Identifies and retrieves information needed to support legal decision-making.
SKLMANU03,Computer Data Logging,Skill,"Uses a computer to collect data through sensors, analyzes the data, and saves the results. Shares the results of the collection and analysis. Puts controls in place to monitor how the computer collects and analyzes the data. Facilitates the storage and collection of computer or device information."
SKLMANU04,Consumer Health and Safety,Skill,"Ensures that products developed by the organization are healthy and safe for use by consumers. Complies with relevant consumer protection legislation (e.g., Consumer Safety Act)."
SKLMANU05,Control Engineering,Skill,Models a diverse range of dynamic systems and designs controllers that will cause these systems to behave in the desired manner.
SKLMANU06,Design of Experiments (DOE),Skill,"Develops information-gathering exercises for investigating a system or process in manufacturing environments. Generates valid, defensible, and supportable conclusions from this. Uses the concepts and methodologies of Design of Experiments (DOE)."
SKLMANU07,Digital Printing,Skill,Utilizes computer generation as the principal mechanism behind designing physical product packaging and creating the images or graphics that govern their appearance.
SKLMANU66,Mobile Manipulators,Skill,"Uses mobile, self-navigating robot arms to perform a variety of operations."
SKLMANU08,Environmental Protection,Skill,"Follows local, domestic, and international standards for environmental protection and environmental management systems. Manages programs that control pollution and minimizes material waste and the use of water and energy."
TT000120,SAP Applications,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU09,Fabrication and Installation,Skill,"Creates steel structures, machinery, and other such components through welding, assembling, and fabrication. Installs the newly created structure, machinery, and other such components."
TT000077,Microsoft PowerPoint,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU10,Factory Acceptance Testing (FAT),Skill,Evaluates equipment during and after the assembly process at the factory to verify that it complies with design specifications. Ensures that components and controls are working according to the functionality of the equipment.
SKLMANU11,Gemba Kaizen/Continuous Improvement,Skill,Utilizes the Gemba Kaizen method to identify and eliminate manufacturing waste through iterative improvements to processes. Focuses on continuous improvement.
SKLMANU15,Instrumentation Engineering,Skill,"Plans, installs, monitors, and maintains control systems and machinery within manufacturing environments. Works with control processes that use sensors to provide feedback."
SKLMANU16,Instrumentation Systems,Skill,"Develops and uses a collection of instruments to measure, monitor, and control a process or processes."
SKLMANU17,International Organization for Standardization (ISO 14001) (Environment),Skill,Ensures that organizational activities comply with International Organization for Standardization (ISO 14001) standards. Understands the requirements and application procedure for the ISO 14001 (Environment) standards and environmental regulations.
SKLMANU18,International Organization for Standardization (ISO 9001) (Quality Management),Skill,Deploys and manages quality management programs across the organization to meet International Organization for Standardization (ISO 9001) requirements. Understands the requirements and application of ISO 9001 standards for quality control and management.
SKLMANU19,Just-In-Time (JIT) Manufacturing,Skill,"Applies the knowledge of the Just-In-Time (JIT) manufacturing philosophy, principles, and implementation techniques to real work, to reduce in-process inventory levels."
TT000121,Oracle HCM,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU20,Lean Manufacturing Principles,Skill,"Integrates and implements lean manufacturing philosophies, principles, and implementation approaches into existing production and management processes."
SKLMKT07,Business Data Analysis,Skill,"Collects, identifies, analyzes, and interprets business data by using various kinds of techniques to meet business needs and requirements."
SKLMANU21,Machinery and Equipment,Skill,Manages the process of ensuring the relevant procedures and instructions are developed and adhered to in the maintenance of machinery and equipment. Ensures appropriate upkeep and maintenance of machinery and equipment.
SKLMANU22,Manufacturing Engineering,Skill,"Designs, develops, and operates integrated systems of production to get high-quality and economically competitive products. Uses systems (e.g., material handling equipment, machine tools, robots, or even computers, or networks of computers)."
SKLMANU23,Manufacturing Equipment,Skill,"Displays knowledge of the electrical, mechanical, and logistics equipment used in manufacturing. Operates, maintains, updates, and stores equipment safely."
TT000122,Cloud Foundry,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU24,Manufacturing Processes,Skill,"Executes, plans, manages, and monitors the entire manufacturing process. Uses the knowledge of existing manufacturing methods, technologies, and processes."
SKLMANU25,Manufacturing Regulatory Compliance,Skill,Complies with relevant laws and regulations in manufacturing practices and activities. Manufactures products in a manner that is consistent with all relevant legislation.
TT000078,WordPress,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU26,Manufacturing Safety,Skill,"Identifies work-related hazards in a manufacturing environment. Performs necessary activities to meet regulatory requirements for the safety and protection of workers, the environment, and the site."
SKLMANU27,Manufacturing Science and Technology (MSAT),Skill,Remains at the forefront of knowledge and trends about the developing sciences and technologies within the manufacturing industry.
SKLMANU28,"Manufacturing Standards, Procedures and Policies",Skill,"Plans, guides, and monitors manufacturing processes for compliance to organizational standards, procedures, and policies in manufacturing activities."
SKLMANU30,Package and Labelling Design Principles,Skill,Applies rules that will help guide the employee and team whilst making important decisions around packaging and labelling. Gives structure to design work and meaning to the packaging and labelling.
SKLMANU46,Technical Research and Development,Skill,Gathers information to answer questions and solve engineering or technical problems. Develops solutions based on this information.
SKLMANU31,Package and Labeling Regulations,Skill,"Understands and incorporates federal, state, and local packaging and labeling related laws and processes. Complies with relevant laws and regulations in packaging and labeling practices and activities."
SKLMANU32,Packaging Workflow Management,Skill,"Coordinates a sequence of tasks that form part of the larger packaging work of the organization. Provides infrastructure for the set-up, performance, and monitoring of this sequence of tasks."
SKLMANU33,Plant Operations / Manufacturing Operations,Skill,"Handles day-to-day and strategic issues, operational requirements and management of a manufacturing facility or plant. Applies plant operation principles, methods, and processes."
TT000123,Webpack,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU34,Post-Pandemic Frameworks,Skill,"Plans a pandemic exit strategy by using the Reset model - Respond, Recover and Renew."
SKLMANU35,Predictive Maintenance,Skill,"Uses condition-monitoring tools and techniques to track the performance of equipment during normal operation, to detect possible defects, and fix them before they result in failure."
TT000079,Diagnostic Tools,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU36,Problem Management Process,Skill,"Solves problems through the application of manufacturing problem management processes, methodologies, and techniques. Uses a disciplined approach to bringing problems to a successful resolution."
SKLMANU37,Process Control,Skill,Monitors and adjusts a process to give the desired output to maintain quality and improve performance.
SKLMANU38,Process Control Equipment,Skill,"Utilizes equipment (e.g. actuators, sensors, and transducers) that measures the variables of a technical process. Directs the process according to control signals from the processing computer system and provides appropriate signal transformation."
SKLMANU39,Product Development Life Cycle,Skill,"Applies appropriate methods and associated phases, activities, and deliverables of the product development life cycle in the organization. Brings new or enhanced products to the marketplace."
SKLMANU40,Production Systems Operation,Skill,"Utilizes various activities, tools, and techniques to operate equipment and systems involved in the production of deliverables."
SKLMANU41,Proof Reading Software,Skill,"Uses proofreading software to find and correct punctuation, spelling, formatting, and grammar errors as well as check for plagiarism, to ensure the quality of written material."
SKLMANU42,Reconfigurable Manufacturing System (RMS),Skill,"Designs, implements, and uses a system that emphasizes the importance of being able to change and evolve rapidly, to adjust its productivity capacity and functionality."
SKLMANU43,Recycled and Flexible Packaging Strategy,Skill,Devises strategies to find alternative packaging solutions for products to ensure these are much easier to recycle and less harmful to the environment.
SKLMANU44,Software Performance Analysis,Skill,"Evaluates how a specific program performs daily and records what slows down the performance and causes errors, and what could pose a problem into the future."
SKLMANU45,Technical Development Engineering,Skill,"Designs, creates, and tests new technical products for the company. Troubleshoots project issues and develops solutions. Communicates progress to others."
TT000080,Oracle Applications,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU47,Validation Master Plan (VMP),Skill,Compiles a document that outlines the principles involved in the qualification of a facility. Defines the areas and systems to be validated and provides a written program for achieving and maintaining a qualified facility.
SKLMANU48,Value Stream Mapping,Skill,Analyzes the current state and designs a future state for the series of events that take a product or service from the beginning of the specific process until it reaches the customer. Shows the flow of both materials and information as they progress through the process.
SKLMANU49,Cold Forging,Skill,Forges metals at near room temperatures into the desired shapes for tool making.
SKLMANU50,Manufacturing Trends,Skill,"Keeps abreast with trends, developments, and technologies within the manufacturing field, both locally and internationally. Understands the impact of these on the organization. Incorporates relevant trends to ensure organization's relevancy and competitiveness."
SKLMANU51,Material Requirements Planning (MRP),Skill,Calculates the materials and components needed to manufacture a product. Analyzes current inventory levels vs production capacity and the forecasted demand for the product. Determines purchasing requirements for raw materials and components.
SKLMKT08,Business-to-Business Marketing (B2B),Skill,Sells one's products or services to another company. Decisions from Business-to-Business (B2B) buyers are made on price and profit potential alone.
SKLMANU52,Root Cause Analysis (RCA),Skill,"Uses different methodologies (e.g., Fishbone or the 5 Whys) to identify factors that cause defects in the manufacturing process or product."
SKLMANU53,Six Sigma Methodology,Skill,"Uses the Six Sigma method to make business processes more effective and efficient. Reduces variance, eliminates defects, and helps identify the root cause of errors by applying the Six Sigma tools and techniques. Allows the organization to create better products and services for consumers."
SKLMANU54,Kanban Knowledge,Skill,Uses Kanban theories and techniques to identify visual cues to move inventory through various stages of the manufacturing process. Uses Kanban theories to promote lean manufacturing to prevent inventory pileup.
SKLMANU55,Pull System,Skill,Uses a pull system to promote lean manufacturing by controlling the flow of work. Replaces only what has been consumed which reduces waste in the production process.
SKLMANU56,Automated Picking,Skill,Uses robots to travel throughout the warehouse to collect the correct products as part of optimizing the fulfillment process.
SKLMKT06,Brand Recognition and Loyalty,Skill,Creates a recognizable brand and develops ways to win consumers' commitment to repurchase or continue to use one brand.
SKLMANU57,Digital Manufacturing,Skill,"Applies computer systems to manufacturing services, supply chains, products, and processes. Analyzes data obtained across the product lifecycle and creates actionable processes."
SKLMANU58,Enterprise Resource Planning (ERP) Technology,Skill,Automates different areas of manufacturing operations under one comprehensive computer system. Uses data obtained to make improvements and adjustments as needed.
TT000124,Ladder Logic,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU59,Frontline Employee Technology,Skill,Uses mobile-friendly tools to communicate with other employees. Manages machines digitally.
SKLMANU60,Human-Centered Artificial Intelligence (AI),Skill,Seeks to understand user needs and values and adapts Artificial Intelligence (AI) designs and models accordingly.
SKLMANU61,Industrial Internet of Things (IIOT),Skill,"Develops a network of intelligent devices forming a system that monitors, collects, exchanges, and analyzes data. Uses smart sensors and actuators to enhance manufacturing and industrial processes."
SKLMANU62,Localized Production,Skill,"Focuses on the local market to meet the ever-changing needs, wants, and preferences. Proves authenticity to consumers by localizing manufacturing operations and productions."
SKLMANU63,Manufacturing Machine and Device Programming,Skill,Ensures that machines and devices are correctly programmed to avoid costly errors or accidents.
SKLMANU64,Manufacturing Process Management (MPM) Systems,Skill,"Uses software to define how products are manufactured, so production processes are more efficient and responsive."
TT000125,Hyper-V,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMANU67,Optimized Reality,Skill,Combines technology and people to create improved workforces and systems equipped to deliver hyper-personalized services and experiences.
SKLMANU68,Reshoring,Skill,Brings imported goods or materials back to domestic production. Proves authenticity to consumers by localizing manufacturing operations and productions.
SKLMANU69,Smart Factories (Industry 4.0),Skill,"Stays relevant, competitive, and thriving in the marketplace by understanding technological advancements and adopting the latest manufacturing technologies."
SKLMANU70,Sustainable Manufacturing Processes and Practices,Skill,Shows commitment to providing solutions that are environmentally conscious and producing products that are disposable at the end of life.
SKLMANU71,Collaborative Robots (Cobots),Skill,"Uses robots to work collaboratively with factory and warehouse employees, to enhance the speed of outputs and the safety of employees. Performs non-value-added work to allow employees to focus on skilled labor."
SKLMANU72,Micro-and Nano-Electronics (MNE),Skill,"Uses micro-and nano-electronics (MNE) to bring innovation, increase productivity, and add smartness to products, services, and manufacturing practices. Utilizes micro-and nanotechnology in electronic components."
SKLMANU74,Safety Work Permits/Work Orders,Skill,Obtains safety work permits/work orders to ensure the workers' construction site is safe and healthy.
SKLMANU78,Computerized Maintenance Management Systems (CMMS),Skill,Uses software to help manage all aspects of maintenance operations. Optimizes the utilization and availability of equipment.
SKLMKT01,Advertising,Skill,Designs communication to influence the buying behavior of customers or clients with a persuasive selling message about products and/or services.
SKLMKT02,Affiliate Marketing,Skill,Promotes another person or company's products or services. Earns commission every time the promotion (through the affiliate link) leads to a sale for the other person or company.
SKLMKT03,Automated Marketing Software,Skill,Creates software platforms and technologies that will help marketing departments and organizations to market their services and products on many channels and online. Automates repetitive tasks.
SKLMKT04,Brand / Reputation Management,Skill,Influences the media and the marketplace in a positive manner. Forges strategic partnerships with internal constituencies through community outreach.
SKLMKT09,Business-to-Consumer Marketing (B2C),Skill,Sells one's products or services to a consumer with a focus on the benefits of the product. Communicates a clear and easy-to-understand message to the consumer.
SKLMKT10,Consumer Privacy,Skill,Ensures information privacy as it relates to consumers of products and services.
SKLMKT11,Content Management,Skill,"Uses processes and technologies that support the collection, managing, and publishing of business information in any form or medium."
SKLMKT12,Content Management Systems (CMS),Skill,"Understands the principles and techniques that are used in content management. Uses applications, software, and systems for content management."
SKLMKT13,Content Marketing,Skill,"Ensures that the content (e.g, text, graphics, videos, audio, and more) posted on websites and social media channels portray a consistent image to potential customers."
SKLMKT14,Contextual Marketing,Skill,Creates marketing content that takes note of its surroundings and its placement within a larger form of content.
SKLMKT15,Conversational Marketing,Skill,Designs conversations to move buyers through marketing and sales funnels by using the power of one-at-a-time questions. Creates an automated conversation with visitors to the organization's website.
SKLRD15,Qualitative Research,Skill,"Gathers non-numerical data (e.g., text, video, audio, interviews) to understand concepts, opinions, or experiences."
SKLMKT16,Conversion Rate Optimization (CRO),Skill,Develops ways to increase the rate at which visitors to the company or its website take the actions desired.
SKLMKT17,Customer Analytics,Skill,"Analyzes data from customer behavior to aid in key business decisions via market segmentation and predictive analytics. Uses this information for direct marketing, managing relationships with customers, and site selection."
SKLMKT18,Digital Animation,Skill,Applies animation techniques exclusively through the use of computers.
SKLMKT19,Digital Marketing,Skill,"Utilizes the Internet and online-based digital technologies (e.g., computers, mobile phones, and other digital media, and platforms) to promote products and services."
SKLMKT20,Email Marketing,Skill,"Sends commercial messages via email to potential or current customers (e.g., advertisements, requests for business, solicitation of sales, or donations)."
SKLMKT22,External Market Knowledge,Skill,Understands and is current on global and local trends and/or changes and how this informs and influences marketing. Gathers and uses competitive intelligence.
SKLMKT23,Graphic Design,Skill,"Creates visual content to communicate messages. Uses typography, photography, iconography, and illustration to visually communicate ideas and solve problems."
SKLMKT24,Growth Hacking,Skill,"Suggests, creates, and makes use of free marketing methods like social media, viral marketing, search engine optimization (SEO), and content marketing."
SKLMKT25,Influencer Marketing,Skill,Uses popular or famous individuals' social media channels to promote one's own product or service.
SKLMKT26,Insights-Driven Marketing,Skill,Brings together multiple data points to form a more complete picture of customers. Tailors the content of promotional emails based on these data points.
SKLMKT27,Lead Generation,Skill,Develops creative ideas for generating inbound and outbound leads. Gathers contact information for potential sales leads. Attracts potential customers and nurtures them through the sales process.
SKLMKT28,Lifecycle Marketing,Skill,"Develops ways to provide one's audience with the kind of communications they need, want, or like as they move from being prospects to customers."
SKLMKT29,Marketing Automation,Skill,"Applies knowledge of the software, platform, and marketing automation technologies to help the organization achieve business objectives."
SKLMKT30,Marketing Function,Skill,Organizes a marketing function to meet the marketing goals of the organization. Executes effective marketing plans and strategies.
SKLMKT31,Marketing Funnels,Skill,Creates a visual picture for understanding the process of turning leads into customers.
SKLMKT32,Marketing Platforms,Skill,Processes daily marketing tasks skillfully using the organization's preferred marketing platform.
SKLMKT33,Marketing Policies and Procedures,Skill,Develops and implements policies and procedures that guide marketing practices.
SKLMKT61,Event Idea Creation,Skill,Collaborates with art and technical directors to generate/brainstorm ideas and concepts for an event.
SKLMKT34,Marketing Strategy and Positioning,Skill,"Shows an understanding of the business model to use in the development of marketing strategies, objectives, and tactics as well as a communication plan."
SKLMKT35,Marketing Technology (Martech),Skill,"Understands a variety or grouping of technologies that can be leveraged to conduct and improve marketing activities, make difficult processes easier, measure the impact of marketing activities, and drive more efficient spending."
SKLMKT36,Marketing Trends,Skill,"Keeps abreast with trends, developments, and technologies within the field of marketing, locally and internationally. Understands the impact of these on the organization. Incorporates relevant trends to ensure the organization's relevancy and competitiveness."
SKLMKT37,Mobile Optimization,Skill,Creates marketing content that is optimized to be accessed on mobile devices.
SKLMKT38,Programmatic Advertising,Skill,"Uses software that automates the buying of digital advertising space to better aid planning, optimization, and target advertising."
SKLMKT39,Promotions,Skill,"Advances a product, idea, or point of view through publicity and/or advertising."
SKLMKT40,Sales & Marketing,Skill,"Develops and implements strategies and operations for promoting the organizations products, services, and reputation."
SKLMKT41,Search Engine Marketing (SEM),Skill,"Develops, implements, and evaluates search engine marketing plans to drive traffic, promote products/services and grow the business."
TT000152,Cocoa,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMKT42,Search Engine Optimization (SEO),Skill,Puts the right content on webpages to ensure that search engines find them.
SKLMKT43,Shopper Marketing,Skill,Understands shoppers and applies this insight to develop a marketing mix that influences shopper behavior. Affects shopper consumption positively of the brand or category.
SKLMKT50,X-Post,Skill,Posts marketing content in more than one location.
SKLMKT44,Social Media Management,Skill,Creates and publishes content to social media platforms. Engages and interacts with social media users.
SKLMKT45,Social Messaging Apps,Skill,Develops applications and platforms that enable instant or social messaging.
SKLMKT46,Trade Marketing,Skill,"Aims to increase demand with supply chain partners (e.g., wholesalers, retailers, or distributors). Can also be called Business-to-Business Marketing (B2B) marketing."
SKLMKT47,Video Editing,Skill,Understands and uses software and tools for video editing.
SKLMKT48,Visual Communication,Skill,"Represents information graphically to create meaning. This can be done through the creation of infographics, interactive content, motion graphics, and more."
SKLMKT49,Web Personalization,Skill,Personalizes web pages based on prior user activity and a user's history with a brand.
SKLMKT51,Zero-based Marketing,Skill,Extends zero-based budgeting principles to marketing categories across the enterprise. Uncovers opportunities for savings worth 10 to 25 percent of spending in certain categories. Reallocates these funds to higher value areas to create a greater return. Establishes the lines of communication across business units and functions as well as the cadence for growth decisions.
SKLMKT52,Pay-Per-Click (PPC) Advertising,Skill,"Creates Pay-Per-Click (PPC) advertising campaigns to attract new visitors to the organization's site and potentially convert these into customers. Decides on keywords to use, organizes those keywords into campaigns and ad groups, and sets up PPC landing pages that are optimized for conversions."
TT000153,Golang,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMKT53,Growth Marketing,Skill,Looks across the business for various levers to improve core company metrics. Designs and conducts experiments to optimize and improve the results of a target area.
SKLMKT54,Agile Marketing,Skill,"Works collaboratively with a team to identify and focus collective efforts on high-value projects. Completes these projects cooperatively, measures their impact, and continuously and incrementally improves the results over time."
SKLMKT55,Brand Activation,Skill,"Develops, takes responsibility for the planning, and runs campaigns, events, and interactions where the brand generates awareness and builds lasting connections with the target customer market."
SKLOM01,Access Control,Skill,"Ensures that employees, visitors, and contractors obtain and maintain the necessary access to the office premises for the duration as required."
SKLMKT56,Venue Management,Skill,"Manages buildings, performance theaters, concert halls, sports arenas, conference centers, and hotels. Duties include scheduling, booking, client relations, financial management, marketing, promotions, event coordination, administrative work, venue security, maintenance services, and human resources."
SKLMKT57,Set Design,Skill,"Designs and creates sets for films, television, and theatres based on draft drawings and ideas from the production team."
SKLMKT58,Special Effects,Skill,"Creates special effects, animation, or visual images using film, video, computers, or other electronic tools and media."
SKLMKT59,Technical Production Management,Skill,"Manages the production function of an event, including planning, organizing, directing, and controlling the production process."
SKLMKT60,Event Site Inspections,Skill,Performs initial site inspections and tests all equipment to ensure that the venue is adequate and the equipment functions up to standard.
TT000081,OSI,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMKT62,Live Events,Skill,"Produces live events for internal and external clients with the event and Public Relations (PR) teams. Includes the design, setup, and operation of video, lighting, and audio at live events."
SKLMKT63,Content Strategy,Skill,"Documents a plan for sourcing, enticing, expanding, and maintaining one's own audience."
SKLMKT64,Video Equipment Operation,Skill,Uses video equipment to capture professional and ethical footage relevant to the organization.
SKLMKT65,Sponsorship Management,Skill,"Identifies suitable sponsors, builds long-lasting relationships and partnerships, engages sponsors and get them involved in planning upcoming events. Brainstorms, sets up ways to approach potential sponsors, manages solicitation and sponsor fulfilment."
SKLMKT66,Media Planning,Skill,Determines the frequency an advertisement will run to maximize engagements and promote return on investment (ROI).
SKLMKT67,Marketing Campaign Management,Skill,"Plans, executes, tracks and analyzes tasks across the entire lifecycle of a marketing campaign from inception to launch to evaluation of result."
SKLMKT68,Partnership Marketing,Skill,Collaborates with brands to promote one another's products or services to source new customers.
TT000154,Graphql,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMKT73,Market Opportunity Assessment,Skill,"Assesses the market, develops strategies to identify profitable opportunities and capitalize on factors that might accelerate growth."
SKLMKT76,Digital Audience Engagement,Skill,Develops strategies and solutions to drive audience engagement on digital platforms. Influences the extent to which the audience feels engaged and passionate and are emotionally committed and invested in the subject being presented.
SKLMKT77,Brand Culture,Skill,"Honors and promotes the business brand values and vision, demonstrates a collaborative spirit, and finds opportunities to lead and help the business evolve for the better."
TT000082,Lynx,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
SKLMKT78,Capture Planning,Skill,"Develops plans to position the customer to prefer the organization and its solution to the exclusion of competitors. Gathers insight, builds connections, develops competitive intelligence, and strategizes how to win request for proposal opportunities."
SKLOM16,Messaging-Applications,Skill,"Uses applications to coordinate in-house staff and freelancers. Provides a virtual meeting space for staff to collaborate, irrespective of their location."
SKLMKT79,Social Media Benchmarking,Skill,"Looks at social media metrics such as number of posts, follower growth rate, engagement, etc. and compares against the organization's competitors to gain a 360-degree view of performance."
SKLMKT84,Trade Promotion Management (TPM),Skill,"Plans, manages and executes phases of trade promotional activities to ensure effective trade spend."
SKLMKT88,Integrated Media Planning,Skill,"Develops or uses a process to determine a combination of media channels and formats to share relevant content to the target audience. Allows customers to encounter a product/service in a variety of media and contexts over time, creating a deeper understanding of and appreciation for it."
SKLMKT90,Photography,Skill,Applies knowledge of the concepts and techniques to capture and process professional photographs.
SKLOM02,Cataloging,Skill,Organizes library materials in such a way that the retrieval will not be difficult for library users.
SKLOM14,Machinery and Equipment Maintenance,Skill,"Maintains office equipment (e.g., copiers and scanners) and places repair orders on time. Maintains the inventory of supplies and ensures orders are placed timeously to ensure availability."
SKLOM03,Computer-Aided Facility Management (CAFM),Skill,"Uses software to help manage space allocation, maximize the use of facilities, and improve facilities planning and maintenance."
SKLOM04,Data Capturing,Skill,Captures and identifies important data or records from a file and transforms it into a digital format.
SKLOM05,Diary Scheduling,Skill,Coordinates appointments and ensures that time gets used efficiently and that appointments never overlap. Uses scheduling software if required. Distributes the necessary agenda and any required documentation to meeting attendees.
SKLOM06,Document and Records Management,Skill,Maintains accurate and complete company records. Ensures safe storage (on or off-site) and the protection of company information and records. Provides access to these records as requested.
SKLOM07,Facilities Management,Skill,"Arranges the appropriate maintenance, alterations, repairs, and renovations to premises. Ensures the property is maintained and safe. Assists in the coordination of security, emergency, and evacuation plans and drills."
SKLOM08,Facility Management Compliance,Skill,"Ensures the organization is compliant with regulations, legislation, and codes of practice relevant to the facilities management function."
SKLOM09,Facility Management Software,Skill,"Uses software to help with complex space management needs (e.g., assigning seats, planning a move, or assisting in the collection and analysis of real estate utilization data)."
SKLOM10,Filing,Skill,Establishes and maintains electronic and paper filing systems for the easy retrieval of information.
SKLOM11,Integrated Facilities Management,Skill,Looks at how one aspect of work affects another by examining the workplace through various lenses to identify how one variable affects another.
SKLOM12,Library Inventory Management,Skill,Maintains up-to-date collections. Ensures clients locate the required information.
SKLOM13,Library Services,Skill,Manages day-to-day operations of a library or information center. Helps clients locate the required information.
SKLOM18,Office Administration,Skill,"Provides administrative support to individuals, teams, and/or manager/s to ensure the smooth running of the organization's operations."
SKLOM19,Office Management Software,Skill,Uses Office Support Software to customize and manage front-office and back-office tasks.
SKLOM20,Oversight and Management Controls,Skill,Ensures everything in the business ties together like a continuous improvement loop. Ensures that the organization is readily able to check performance and adjust direction as needed.
SKLOM21,Premises Security Management,Skill,Implements measures to safeguard an organization's employees and visitors. Ensures employees and visitors are aware of these and are compliant.
SKLOM22,Security Control Framework,Skill,"Designs and implements an industry-accepted controls framework that provides the structure and guidance, to identify best practices and target gaps in potential security coverage."
SKLRD05,Packaging Research,Skill,Offers a suite of package-testing services to help develop a winning package. Generates a trial of the new product and projects the appropriate brand image.
SKLOM23,Security Planning,Skill,"Designs, implements, monitors, reviews, and continually improves practices for security risk management. Specifies the approach, responsibilities, and resources applied to manage protective security risks in the plan."
SKLOM24,Security Program Strategy,Skill,"Devises a security strategy and standard operating procedures to deal with armed intruders, hostage situations, bomb or terrorist threats, or suspicious packages."
SKLPOL12,Policy Modification,Skill,"Revisits, revises and may change previous decisions made within policymaking."
SKLOM25,Shared Workspaces and Activity-Based Working,Skill,"Recreates the office layout to optimize space and enhance employee productivity. Tailors space for specific tasks (e.g., collaboration, research, or socializing)."
SKLOM26,Telephone Etiquette,Skill,"Answers all calls timely and professionally. Speaks clearly, listens actively, and takes notes. Requests permission before putting an individual on hold or transferring."
SKLOM27,Tiered Security Metrics,Skill,Measures security issues in the organization to understand the health of the core function and provide a transparent picture of the organization's security.
SKLOM28,Travel Planning,Skill,"Assists travelers with travel bookings and changes as required. Assists travelers in interpreting and applying travel regulations, policies, and procedures."
