employeeId,skillId,proficiency,yearsOfExperience,lastUsed,certificationStatus
E10595,S501,Beginner,2,14-07-2022,Certified
E10595,S504,Intermediate,13,27-06-2024,Not Certified
E10596,S508,Beginner,8,24-04-2024,Not Certified
E10596,S507,Beginner,13,08-11-2023,Not Certified
E10596,S503,Intermediate,5,02-07-2023,Not Certified
E10596,S510,Beginner,9,20-02-2024,Not Certified
E10596,S501,Expert,7,06-04-2024,Certified
E10597,S509,Intermediate,5,18-01-2021,Certified
E10598,S504,Intermediate,3,18-11-2021,Not Certified
E10598,S507,Expert,1,28-09-2024,Not Certified
E10598,S506,Intermediate,9,10-12-2021,Certified
E10598,S508,Expert,12,08-05-2023,Certified
E10598,S501,Intermediate,7,27-06-2024,Not Certified
E10599,S506,Intermediate,15,28-06-2020,Not Certified
E10599,S502,Beginner,9,21-02-2024,Certified
E10599,S503,Beginner,12,27-07-2020,Not Certified
E10600,S506,Expert,2,13-10-2024,Certified
E10601,S508,Intermediate,9,23-12-2024,Not Certified
E10601,S505,Beginner,2,08-12-2022,Certified
E10602,S503,Expert,11,13-02-2024,Certified
E10602,S506,Intermediate,11,03-10-2023,Not Certified
E10602,S502,Intermediate,13,28-11-2024,Not Certified
E10602,S508,Intermediate,7,17-07-2024,Not Certified
E10602,S509,Intermediate,5,14-06-2024,Not Certified
E10602,S505,Expert,8,11-01-2021,Certified
E10603,S503,Beginner,10,16-10-2020,Certified
E10603,S506,Beginner,11,20-01-2023,Certified
E10603,S501,Expert,3,27-11-2022,Not Certified
E10603,S502,Intermediate,10,13-07-2022,Not Certified
E10603,S510,Intermediate,1,16-04-2024,Not Certified
E10604,S508,Intermediate,15,20-04-2024,Not Certified
E10604,S505,Beginner,7,01-05-2024,Certified
E10605,S501,Beginner,11,01-03-2025,Certified
E10605,S507,Intermediate,7,30-08-2022,Certified
E10605,S506,Expert,4,13-12-2024,Not Certified
E10605,S510,Beginner,5,06-02-2023,Certified
E10605,S502,Expert,0,03-07-2025,Not Certified
E10605,S509,Intermediate,10,23-10-2021,Certified
E10606,S504,Intermediate,0,20-10-2025,Certified
E10606,S510,Expert,2,14-06-2023,Not Certified
E10606,S501,Intermediate,1,06-08-2024,Certified
E10607,S508,Beginner,0,13-08-2023,Not Certified
E10607,S510,Intermediate,3,04-03-2021,Certified
E10608,S506,Beginner,5,26-03-2023,Not Certified
E10608,S501,Beginner,4,26-09-2021,Not Certified
E10609,S503,Beginner,8,25-06-2025,Certified
E10609,S505,Expert,14,04-01-2024,Not Certified
E10609,S508,Beginner,15,15-09-2023,Not Certified
E10609,S506,Intermediate,6,08-10-2025,Certified
E10609,S501,Intermediate,1,27-12-2023,Certified
E10610,S502,Intermediate,1,08-12-2023,Not Certified
E10610,S507,Intermediate,9,28-09-2024,Certified
E10610,S503,Intermediate,9,31-05-2024,Certified
E10611,S509,Expert,8,28-04-2024,Not Certified
E10611,S508,Intermediate,6,01-11-2021,Not Certified
E10611,S504,Beginner,1,24-01-2022,Certified
E10612,S505,Expert,15,09-06-2021,Certified
E10612,S506,Beginner,11,15-05-2022,Not Certified
E10612,S507,Beginner,1,02-09-2024,Certified
E10612,S502,Beginner,9,02-08-2025,Certified
E10612,S510,Intermediate,12,22-01-2023,Not Certified
E10612,S509,Expert,14,20-11-2022,Not Certified
E10613,S506,Intermediate,14,08-08-2023,Not Certified
E10613,S509,Intermediate,1,06-12-2023,Certified
E10613,S504,Beginner,15,28-07-2025,Not Certified
E10613,S510,Intermediate,2,09-01-2024,Certified
E10613,S507,Beginner,15,11-06-2024,Certified
E10614,S509,Intermediate,3,17-06-2024,Not Certified
E10615,S504,Beginner,3,27-12-2022,Certified
E10615,S502,Expert,1,23-09-2025,Not Certified
E10615,S509,Expert,7,28-01-2024,Not Certified
E10616,S501,Expert,2,15-02-2022,Not Certified
E10617,S502,Beginner,1,18-05-2025,Not Certified
E10617,S506,Beginner,14,19-05-2022,Certified
E10617,S504,Expert,10,21-04-2025,Not Certified
E10618,S507,Intermediate,3,06-11-2024,Certified
E10618,S503,Expert,15,30-10-2020,Not Certified
E10618,S510,Intermediate,4,02-09-2024,Certified
E10618,S504,Intermediate,7,01-07-2021,Certified
E10618,S508,Expert,3,18-12-2021,Not Certified
E10618,S505,Beginner,9,27-05-2021,Not Certified
E10619,S501,Intermediate,5,22-12-2022,Certified
E10619,S506,Intermediate,13,20-05-2024,Not Certified
E10619,S502,Intermediate,8,26-04-2024,Not Certified
E10619,S510,Expert,8,22-07-2024,Not Certified
E10619,S508,Expert,14,26-01-2023,Certified
E10620,S503,Beginner,0,12-10-2025,Certified
E10620,S510,Beginner,14,19-10-2024,Not Certified
E10620,S502,Beginner,1,21-11-2020,Not Certified
E10620,S508,Intermediate,3,12-09-2021,Certified
E10621,S509,Beginner,12,25-01-2025,Certified
E10621,S508,Expert,3,11-04-2021,Not Certified
E10621,S504,Expert,15,23-11-2023,Not Certified
E10621,S505,Intermediate,12,12-04-2022,Not Certified
E10621,S510,Expert,12,10-04-2024,Not Certified
E10622,S501,Expert,2,07-09-2020,Certified
E10622,S510,Beginner,9,02-06-2023,Not Certified
E10622,S503,Intermediate,3,12-07-2022,Certified
E10622,S502,Expert,8,20-01-2023,Certified
E10622,S507,Beginner,6,11-06-2024,Certified
E10622,S505,Beginner,7,03-09-2021,Not Certified
E10623,S507,Intermediate,3,17-05-2024,Not Certified
E10623,S506,Beginner,0,20-05-2023,Certified
E10623,S508,Intermediate,11,10-12-2023,Not Certified
E10623,S503,Expert,15,25-04-2023,Not Certified
E10623,S501,Intermediate,9,03-10-2021,Certified
E10623,S504,Intermediate,14,20-07-2021,Not Certified
E10624,S505,Beginner,8,09-10-2024,Not Certified
E10624,S502,Intermediate,8,31-10-2025,Not Certified
E10624,S504,Expert,8,13-06-2025,Certified
E10624,S509,Expert,1,29-03-2021,Certified
E10625,S503,Beginner,15,30-03-2025,Certified
E10625,S510,Expert,1,19-03-2023,Certified
E10625,S506,Intermediate,3,04-07-2021,Not Certified
E10626,S501,Expert,12,24-07-2024,Not Certified
E10626,S508,Beginner,15,03-01-2022,Not Certified
E10627,S502,Intermediate,10,03-12-2023,Certified
E10627,S507,Intermediate,12,25-04-2021,Certified
E10627,S505,Expert,5,29-01-2025,Not Certified
E10627,S503,Intermediate,0,21-07-2024,Certified
E10627,S506,Intermediate,10,03-08-2024,Certified
E10628,S506,Beginner,0,20-10-2023,Not Certified
E10628,S505,Beginner,3,26-04-2021,Certified
E10628,S509,Beginner,15,12-11-2024,Not Certified
E10628,S510,Beginner,6,27-07-2020,Certified
E10629,S506,Expert,1,16-07-2025,Certified
E10629,S505,Expert,10,20-12-2023,Not Certified
E10629,S502,Intermediate,13,27-08-2022,Certified
E10629,S503,Beginner,9,09-09-2024,Not Certified
E10630,S504,Expert,9,29-07-2024,Certified
E10630,S501,Intermediate,10,09-12-2023,Not Certified
E10630,S503,Intermediate,12,01-03-2025,Certified
E10630,S506,Intermediate,15,14-07-2025,Not Certified
E10630,S509,Expert,1,08-03-2024,Certified
E10631,S502,Intermediate,4,26-08-2021,Certified
E10631,S507,Beginner,0,08-05-2022,Certified
E10632,S509,Beginner,4,28-02-2023,Certified
E10632,S507,Expert,15,25-04-2023,Not Certified
E10632,S510,Beginner,4,25-02-2025,Certified
E10632,S508,Beginner,2,13-09-2021,Certified
E10632,S504,Beginner,2,02-10-2025,Not Certified
E10632,S505,Beginner,3,28-04-2023,Not Certified
E10633,S506,Intermediate,1,29-08-2024,Not Certified
E10633,S507,Beginner,6,25-08-2022,Not Certified
E10634,S508,Expert,6,18-06-2025,Certified
E10635,S510,Beginner,9,03-12-2022,Not Certified
E10635,S504,Intermediate,1,26-02-2025,Certified
E10635,S509,Intermediate,2,24-06-2024,Not Certified
E10635,S507,Beginner,7,18-07-2020,Certified
E10636,S505,Beginner,13,17-07-2023,Certified
E10636,S510,Expert,2,13-09-2025,Certified
E10636,S502,Beginner,9,28-02-2025,Not Certified
E10636,S508,Intermediate,4,28-04-2023,Certified
E10636,S506,Expert,7,04-12-2021,Certified
E10636,S509,Expert,0,10-11-2023,Not Certified
E10637,S501,Expert,5,22-08-2022,Not Certified
E10637,S509,Beginner,13,04-08-2023,Certified
E10637,S505,Expert,9,29-05-2020,Certified
E10637,S504,Intermediate,11,08-10-2023,Not Certified
E10637,S506,Beginner,6,14-09-2025,Certified
E10637,S508,Beginner,0,23-05-2023,Not Certified
E10638,S502,Expert,5,07-09-2024,Not Certified
E10638,S501,Intermediate,6,18-05-2021,Certified
E10638,S507,Expert,12,01-07-2023,Not Certified
E10638,S504,Beginner,7,14-02-2023,Certified
E10638,S510,Expert,9,01-11-2022,Not Certified
E10638,S503,Beginner,0,01-05-2022,Not Certified
E10639,S506,Expert,15,14-05-2023,Not Certified
E10639,S501,Expert,5,29-04-2021,Not Certified
E10639,S502,Expert,11,04-09-2021,Not Certified
E10639,S510,Intermediate,4,24-10-2022,Certified
E10639,S503,Expert,4,11-04-2023,Not Certified
E10640,S502,Beginner,5,22-10-2021,Certified
E10640,S508,Beginner,5,20-05-2025,Certified
E10641,S503,Expert,13,14-08-2021,Certified
E10641,S507,Intermediate,10,07-11-2022,Certified
E10642,S509,Expert,2,30-09-2022,Not Certified
E10642,S502,Beginner,13,07-03-2024,Not Certified
E10642,S508,Expert,6,03-03-2022,Certified
E10642,S501,Expert,9,28-02-2023,Not Certified
E10642,S505,Intermediate,6,04-01-2024,Not Certified
E10642,S504,Intermediate,11,31-08-2022,Certified
E10643,S506,Intermediate,7,29-01-2025,Certified
E10643,S509,Expert,5,11-04-2021,Certified
E10643,S504,Intermediate,2,06-11-2024,Certified
E10643,S503,Intermediate,6,28-12-2021,Not Certified
E10643,S501,Intermediate,15,30-04-2024,Certified
E10644,S504,Beginner,15,25-01-2025,Certified
E10644,S502,Intermediate,0,13-05-2022,Certified
E10645,S507,Expert,8,02-09-2025,Certified
E10645,S506,Intermediate,2,25-07-2024,Not Certified
E10646,S501,Beginner,1,07-07-2023,Not Certified
E10646,S502,Expert,0,07-04-2025,Not Certified
E10647,S503,Expert,4,28-07-2022,Certified
E10647,S507,Expert,9,27-08-2025,Not Certified
E10647,S510,Intermediate,2,18-11-2022,Not Certified
E10648,S503,Beginner,13,05-08-2021,Not Certified
E10648,S505,Expert,9,22-09-2025,Not Certified
E10648,S507,Intermediate,4,29-01-2022,Certified
E10648,S508,Expert,2,12-04-2021,Certified
E10648,S510,Expert,2,18-05-2021,Certified
E10649,S508,Beginner,10,21-08-2021,Not Certified
E10649,S505,Expert,1,13-07-2022,Certified
E10649,S507,Expert,2,09-11-2024,Certified
E10650,S501,Expert,14,19-02-2021,Not Certified
E10650,S503,Intermediate,3,20-01-2022,Certified
E10650,S509,Expert,0,25-10-2022,Certified
E10650,S507,Expert,7,22-11-2020,Not Certified
E10650,S506,Expert,9,27-12-2024,Not Certified
E10651,S507,Intermediate,4,16-01-2023,Certified
E10651,S508,Intermediate,0,02-08-2025,Certified
E10651,S509,Beginner,7,26-12-2020,Not Certified
E10652,S507,Beginner,11,19-09-2023,Not Certified
E10652,S509,Intermediate,11,30-04-2023,Certified
E10652,S501,Beginner,13,17-01-2023,Certified
E10652,S508,Expert,8,18-11-2023,Not Certified
E10652,S504,Intermediate,6,17-04-2021,Not Certified
E10652,S506,Beginner,7,09-04-2022,Not Certified
E10653,S502,Expert,5,24-09-2024,Not Certified
E10653,S505,Expert,7,12-05-2022,Certified
E10654,S503,Expert,4,15-09-2020,Certified
E10654,S507,Beginner,5,28-04-2021,Not Certified
E10654,S504,Expert,15,11-08-2025,Not Certified
E10654,S509,Beginner,7,30-12-2020,Certified
E10654,S508,Expert,8,11-04-2021,Certified
E10655,S505,Beginner,4,09-11-2022,Not Certified
E10655,S507,Beginner,7,04-09-2021,Certified
E10656,S506,Expert,1,20-03-2025,Not Certified
E10656,S507,Expert,13,15-04-2025,Not Certified
E10656,S508,Beginner,8,09-01-2022,Not Certified
E10656,S504,Beginner,4,19-02-2025,Certified
E10657,S502,Beginner,7,15-07-2024,Not Certified
E10657,S506,Intermediate,8,30-09-2024,Not Certified
E10658,S503,Expert,6,08-09-2025,Certified
E10659,S507,Expert,4,11-06-2021,Certified
E10659,S504,Beginner,4,14-07-2024,Certified
E10660,S509,Intermediate,15,27-03-2025,Certified
E10660,S505,Intermediate,12,30-03-2022,Not Certified
E10660,S501,Intermediate,2,03-09-2021,Certified
E10661,S505,Beginner,0,18-12-2020,Certified
E10661,S507,Expert,10,22-03-2021,Certified
E10661,S503,Beginner,9,25-04-2024,Not Certified
E10662,S510,Intermediate,2,13-07-2020,Certified
E10663,S508,Intermediate,5,11-04-2022,Certified
E10664,S505,Expert,14,31-10-2021,Not Certified
E10664,S504,Expert,13,11-02-2024,Not Certified
E10664,S510,Expert,0,19-07-2022,Not Certified
E10665,S504,Intermediate,0,28-08-2024,Not Certified
E10665,S510,Beginner,9,03-04-2023,Not Certified
E10666,S504,Beginner,6,05-06-2025,Not Certified
E10666,S508,Beginner,10,15-03-2023,Not Certified
E10666,S503,Beginner,13,08-06-2021,Certified
E10667,S502,Beginner,9,31-01-2023,Not Certified
E10667,S509,Beginner,9,06-06-2020,Certified
E10667,S508,Beginner,4,15-08-2020,Not Certified
E10668,S510,Expert,11,09-02-2022,Not Certified
E10668,S503,Expert,9,13-07-2024,Not Certified
E10668,S506,Beginner,10,25-06-2020,Not Certified
E10669,S509,Beginner,0,08-03-2022,Certified
E10669,S506,Intermediate,0,05-05-2022,Certified
E10669,S505,Intermediate,13,24-10-2020,Not Certified
E10669,S510,Beginner,6,05-10-2025,Certified
E10669,S504,Intermediate,0,01-10-2025,Certified
E10670,S509,Expert,6,03-11-2022,Certified
E10670,S505,Expert,2,06-12-2021,Certified
E10670,S503,Beginner,0,04-08-2021,Not Certified
E10670,S501,Intermediate,8,26-03-2024,Not Certified
E10670,S507,Expert,9,17-09-2023,Not Certified
E10670,S502,Expert,13,28-09-2022,Not Certified
E10671,S503,Intermediate,15,11-06-2024,Certified
E10671,S509,Intermediate,2,09-12-2023,Not Certified
E10671,S510,Expert,1,10-03-2023,Certified
E10671,S501,Beginner,9,18-10-2023,Not Certified
E10671,S505,Intermediate,0,22-04-2022,Not Certified
E10672,S510,Beginner,5,22-08-2024,Certified
E10672,S508,Expert,2,11-01-2022,Certified
E10672,S507,Beginner,8,29-09-2023,Certified
E10673,S501,Expert,0,07-02-2021,Certified
E10673,S505,Intermediate,1,05-12-2022,Certified
E10673,S504,Beginner,5,19-10-2024,Certified
E10674,S506,Beginner,6,08-05-2024,Certified
E10674,S504,Beginner,12,12-07-2021,Certified
E10674,S503,Beginner,4,05-02-2023,Certified
E10674,S502,Expert,6,08-04-2021,Not Certified
E10674,S510,Beginner,9,09-05-2021,Not Certified
E10674,S509,Beginner,8,02-08-2021,Certified
E10675,S503,Intermediate,8,11-07-2023,Certified
E10675,S506,Beginner,13,05-09-2025,Not Certified
E10675,S509,Intermediate,14,22-06-2025,Certified
E10675,S508,Intermediate,13,06-06-2025,Certified
E10675,S510,Beginner,11,21-02-2023,Not Certified
E10675,S502,Intermediate,8,08-04-2025,Certified
E10676,S508,Beginner,7,10-08-2020,Certified
E10676,S506,Intermediate,7,30-01-2025,Not Certified
E10676,S502,Intermediate,15,01-02-2022,Not Certified
E10676,S504,Expert,11,19-10-2021,Certified
E10676,S509,Beginner,4,22-03-2025,Not Certified
E10677,S506,Beginner,14,17-05-2021,Certified
E10677,S510,Beginner,8,25-07-2023,Not Certified
E10677,S507,Intermediate,4,01-01-2023,Not Certified
E10678,S504,Beginner,0,23-08-2025,Certified
E10678,S505,Expert,13,08-06-2020,Certified
E10678,S508,Intermediate,6,06-06-2020,Certified
E10679,S508,Expert,2,27-09-2025,Certified
E10679,S506,Beginner,12,07-06-2024,Not Certified
E10679,S510,Expert,2,02-03-2025,Certified
E10679,S501,Expert,7,22-08-2022,Not Certified
E10680,S509,Beginner,14,23-02-2022,Not Certified
E10681,S506,Intermediate,2,09-10-2025,Not Certified
E10681,S508,Expert,0,09-10-2020,Certified
E10682,S509,Expert,4,13-07-2022,Certified
E10682,S505,Intermediate,9,19-06-2023,Certified
E10682,S502,Expert,9,30-06-2021,Certified
E10682,S504,Intermediate,0,06-07-2021,Not Certified
E10682,S506,Beginner,11,14-07-2020,Certified
E10682,S508,Beginner,13,23-06-2021,Not Certified
E10683,S510,Beginner,11,25-11-2021,Not Certified
E10683,S505,Intermediate,13,23-10-2021,Certified
E10683,S506,Expert,13,30-09-2023,Not Certified
E10683,S502,Expert,15,02-09-2020,Not Certified
E10684,S509,Intermediate,7,23-06-2020,Certified
E10684,S510,Beginner,15,22-10-2021,Certified
E10684,S505,Beginner,10,07-01-2024,Not Certified
E10684,S503,Intermediate,2,22-11-2020,Certified
E10684,S504,Beginner,2,08-11-2021,Not Certified
E10684,S501,Expert,2,18-02-2021,Certified
E10685,S510,Beginner,7,11-02-2021,Not Certified
E10686,S510,Intermediate,4,14-04-2022,Certified
E10686,S502,Intermediate,15,19-06-2023,Certified
E10686,S503,Intermediate,5,23-06-2024,Certified
E10686,S504,Intermediate,6,22-01-2021,Certified
E10686,S507,Beginner,2,17-04-2025,Certified
E10687,S502,Beginner,0,05-12-2023,Not Certified
E10687,S503,Intermediate,12,06-08-2024,Not Certified
E10687,S501,Intermediate,12,20-09-2021,Not Certified
E10688,S503,Expert,5,10-06-2025,Not Certified
E10689,S506,Beginner,2,05-12-2023,Certified
E10689,S505,Intermediate,1,06-10-2022,Not Certified
E10690,S504,Intermediate,4,29-09-2022,Certified
E10690,S509,Expert,13,12-06-2021,Certified
E10690,S501,Expert,11,09-08-2023,Not Certified
E10690,S508,Intermediate,9,29-04-2025,Not Certified
E10690,S507,Intermediate,10,25-07-2024,Not Certified
E10691,S503,Beginner,9,14-12-2023,Not Certified
E10691,S504,Intermediate,1,24-11-2023,Not Certified
E10691,S506,Intermediate,12,17-06-2021,Not Certified
E10691,S507,Beginner,8,17-06-2020,Certified
E10692,S501,Intermediate,1,05-12-2020,Not Certified
E10692,S508,Beginner,9,18-08-2024,Certified
E10692,S505,Expert,7,14-06-2023,Certified
E10692,S504,Beginner,6,16-06-2023,Not Certified
E10692,S502,Beginner,8,15-12-2021,Not Certified
E10692,S510,Intermediate,14,27-07-2020,Not Certified
E10693,S506,Expert,15,08-03-2024,Certified
E10693,S505,Beginner,12,23-10-2020,Certified
E10693,S502,Beginner,7,29-12-2023,Certified
E10693,S504,Intermediate,1,19-07-2025,Certified
E10693,S509,Beginner,14,19-01-2023,Certified
E10694,S504,Beginner,10,27-01-2025,Not Certified
E10695,S505,Intermediate,9,28-10-2022,Not Certified
E10695,S508,Beginner,11,10-09-2024,Not Certified
E10696,S505,Beginner,10,30-07-2024,Certified
E10696,S507,Expert,11,21-02-2024,Not Certified
E10696,S510,Beginner,1,16-07-2022,Certified
E10696,S501,Expert,8,24-06-2020,Certified
E10696,S506,Expert,1,07-02-2023,Certified
E10696,S508,Expert,1,09-06-2020,Not Certified
E10697,S504,Expert,3,01-09-2025,Certified
E10697,S507,Beginner,1,24-12-2023,Not Certified
E10697,S506,Intermediate,15,09-08-2020,Not Certified
E10698,S503,Intermediate,1,25-10-2021,Certified
E10698,S501,Intermediate,2,02-09-2020,Not Certified
E10699,S508,Intermediate,13,17-02-2025,Certified
E10699,S507,Intermediate,2,06-09-2022,Not Certified
E10699,S505,Expert,5,14-07-2023,Certified
E10699,S506,Intermediate,7,30-09-2024,Not Certified
E10699,S503,Intermediate,1,11-01-2025,Not Certified
E10699,S502,Beginner,11,06-08-2021,Certified
E10700,S510,Intermediate,5,22-11-2020,Certified
E10700,S504,Beginner,9,24-12-2022,Certified
E10700,S506,Beginner,14,18-07-2021,Certified
E10700,S503,Intermediate,8,18-03-2024,Not Certified
E10700,S505,Expert,10,17-04-2024,Not Certified
E10701,S503,Beginner,4,09-10-2022,Certified
E10701,S507,Intermediate,8,17-10-2023,Certified
E10701,S504,Beginner,11,06-08-2022,Not Certified
E10702,S507,Intermediate,7,10-01-2024,Certified
E10702,S502,Beginner,15,18-07-2024,Certified
E10702,S503,Expert,13,05-04-2024,Certified
E10702,S505,Intermediate,8,25-12-2024,Not Certified
E10702,S508,Expert,10,06-10-2021,Certified
E10703,S503,Intermediate,12,04-05-2021,Not Certified
E10703,S504,Expert,10,14-02-2024,Certified
E10703,S506,Expert,8,17-07-2022,Certified
E10704,S507,Intermediate,5,07-04-2024,Certified
E10704,S504,Beginner,9,29-08-2022,Not Certified
E10704,S509,Expert,10,11-09-2024,Not Certified
E10704,S506,Expert,15,25-05-2023,Certified
E10705,S504,Expert,5,31-07-2023,Not Certified
E10705,S502,Beginner,9,22-03-2021,Not Certified
E10706,S506,Intermediate,6,04-03-2021,Certified
E10707,S508,Beginner,3,01-05-2025,Not Certified
E10708,S505,Beginner,1,22-10-2020,Certified
E10708,S508,Expert,2,14-09-2025,Certified
E10708,S506,Expert,7,22-10-2023,Certified
E10708,S503,Beginner,15,11-10-2020,Certified
E10709,S506,Expert,0,15-06-2023,Not Certified
E10709,S504,Intermediate,13,11-02-2023,Certified
E10709,S508,Expert,6,26-06-2022,Certified
E10709,S501,Intermediate,14,09-11-2020,Certified
E10710,S501,Expert,2,13-02-2021,Certified
E10710,S507,Intermediate,1,03-02-2022,Certified
E10710,S508,Intermediate,0,12-08-2023,Not Certified
E10710,S504,Expert,4,06-05-2022,Certified
E10710,S509,Beginner,11,01-11-2022,Not Certified
E10710,S505,Expert,15,20-05-2021,Certified
E10711,S504,Intermediate,6,05-05-2021,Certified
E10711,S505,Intermediate,4,17-07-2020,Certified
E10711,S501,Intermediate,0,27-02-2021,Certified
E10711,S509,Beginner,9,02-09-2023,Not Certified
E10712,S503,Beginner,5,28-11-2023,Not Certified
E10712,S505,Expert,0,21-10-2021,Certified
E10712,S508,Expert,13,15-09-2021,Certified
E10712,S501,Beginner,0,19-04-2021,Not Certified
E10712,S504,Intermediate,10,02-01-2023,Certified
E10713,S508,Beginner,5,03-02-2023,Certified
E10713,S507,Beginner,3,29-05-2023,Not Certified
E10713,S503,Expert,4,26-08-2025,Certified
E10713,S506,Expert,13,28-10-2025,Not Certified
E10714,S509,Intermediate,6,17-05-2024,Certified
E10714,S506,Beginner,3,01-12-2024,Not Certified
E10714,S504,Expert,5,03-06-2020,Not Certified
E10714,S510,Expert,10,18-06-2020,Not Certified
E10715,S502,Intermediate,9,22-07-2023,Not Certified
E10715,S510,Beginner,11,12-06-2020,Certified
E10715,S503,Expert,9,18-12-2021,Not Certified
E10715,S507,Beginner,7,26-10-2022,Not Certified
E10716,S501,Intermediate,11,30-08-2020,Not Certified
E10716,S509,Expert,11,06-12-2020,Not Certified
E10716,S504,Beginner,13,18-09-2024,Certified
E10716,S508,Intermediate,12,19-01-2023,Not Certified
E10716,S507,Intermediate,12,30-08-2021,Certified
E10716,S506,Expert,11,03-11-2025,Not Certified
E10717,S503,Intermediate,2,31-07-2022,Certified
E10717,S509,Expert,8,11-01-2025,Not Certified
E10717,S505,Expert,2,22-09-2024,Not Certified
E10717,S504,Beginner,4,05-03-2025,Not Certified
E10718,S505,Beginner,12,07-05-2024,Not Certified
E10718,S501,Intermediate,14,07-08-2020,Not Certified
E10718,S507,Intermediate,8,25-05-2025,Certified
E10719,S510,Intermediate,13,20-01-2024,Not Certified
E10719,S506,Intermediate,8,29-04-2023,Not Certified
E10719,S501,Beginner,7,23-02-2025,Not Certified
E10719,S509,Expert,8,10-12-2021,Not Certified
E10719,S503,Intermediate,11,23-04-2024,Certified
E10720,S508,Intermediate,9,24-03-2025,Not Certified
E10720,S502,Beginner,14,08-06-2024,Not Certified
E10721,S501,Beginner,13,23-11-2021,Not Certified
E10721,S506,Intermediate,0,07-04-2021,Not Certified
E10721,S507,Expert,1,18-01-2024,Not Certified
E10721,S505,Intermediate,0,20-12-2022,Not Certified
E10722,S508,Beginner,4,24-10-2020,Not Certified
E10722,S510,Intermediate,1,07-09-2025,Certified
E10722,S505,Intermediate,2,27-09-2022,Certified
E10722,S503,Expert,9,10-11-2020,Not Certified
E10722,S507,Expert,10,30-05-2025,Certified
E10722,S509,Intermediate,0,11-07-2020,Not Certified
E10723,S501,Intermediate,2,01-11-2022,Certified
E10723,S508,Beginner,8,13-10-2024,Certified
E10723,S503,Intermediate,9,25-07-2022,Not Certified
E10723,S509,Beginner,2,20-07-2021,Certified
E10724,S505,Beginner,3,24-01-2024,Not Certified
E10724,S510,Beginner,9,19-05-2021,Certified
E10724,S506,Expert,6,03-12-2022,Certified
E10724,S509,Beginner,14,20-04-2025,Not Certified
E10724,S504,Expert,13,05-06-2024,Certified
E10724,S503,Expert,1,15-12-2021,Not Certified
E10725,S508,Beginner,3,05-09-2024,Not Certified
E10725,S502,Expert,11,05-06-2020,Certified
E10725,S504,Intermediate,4,01-11-2021,Not Certified
E10725,S503,Intermediate,9,24-12-2021,Certified
E10726,S508,Expert,1,17-09-2020,Not Certified
E10726,S507,Beginner,14,10-01-2025,Not Certified
E10726,S503,Expert,8,16-06-2024,Not Certified
E10727,S509,Beginner,13,25-05-2021,Certified
E10727,S507,Beginner,8,22-06-2022,Certified
E10728,S503,Beginner,15,02-07-2023,Not Certified
E10728,S502,Beginner,6,04-01-2023,Not Certified
E10729,S506,Beginner,13,01-09-2020,Certified
E10729,S508,Beginner,6,03-01-2021,Certified
E10729,S504,Beginner,10,06-07-2025,Certified
E10729,S503,Expert,7,20-05-2023,Certified
E10729,S510,Intermediate,7,14-04-2024,Not Certified
E10729,S507,Beginner,12,11-11-2020,Certified
E10730,S504,Expert,11,13-12-2022,Not Certified
E10730,S503,Expert,5,16-11-2023,Certified
E10730,S506,Beginner,8,21-10-2025,Not Certified
E10730,S510,Beginner,12,17-05-2025,Certified
E10730,S507,Intermediate,0,31-12-2024,Not Certified
E10731,S509,Beginner,4,16-05-2023,Certified
E10731,S508,Intermediate,12,30-07-2023,Not Certified
E10732,S501,Beginner,14,15-06-2025,Not Certified
E10732,S502,Expert,8,24-04-2023,Not Certified
E10732,S506,Expert,1,03-08-2021,Certified
E10732,S507,Intermediate,7,19-09-2023,Certified
E10733,S505,Intermediate,11,30-12-2024,Not Certified
E10733,S502,Expert,0,01-07-2020,Certified
E10733,S503,Expert,15,20-08-2023,Certified
E10733,S507,Intermediate,11,29-11-2020,Certified
E10733,S509,Expert,3,22-07-2023,Not Certified
E10733,S504,Expert,15,26-12-2022,Not Certified
E10734,S509,Intermediate,1,15-09-2023,Certified
E10734,S501,Intermediate,5,03-12-2024,Not Certified
E10734,S510,Intermediate,15,23-04-2022,Not Certified
E10735,S504,Beginner,13,27-06-2025,Certified
E10735,S506,Beginner,5,21-12-2023,Not Certified
E10736,S508,Beginner,8,07-04-2024,Certified
E10736,S506,Expert,7,09-04-2021,Certified
E10736,S502,Beginner,15,24-02-2022,Not Certified
E10737,S505,Intermediate,4,08-04-2025,Certified
E10738,S501,Beginner,13,24-07-2024,Not Certified
E10738,S508,Expert,4,15-09-2024,Not Certified
E10738,S510,Intermediate,12,04-02-2022,Certified
E10739,S503,Beginner,12,11-11-2022,Not Certified
E10739,S507,Expert,0,25-08-2021,Not Certified
E10739,S505,Intermediate,12,19-01-2022,Certified
E10740,S510,Beginner,13,23-07-2023,Not Certified
E10740,S509,Intermediate,2,28-04-2021,Certified
E10740,S504,Beginner,2,02-01-2021,Not Certified
E10740,S502,Beginner,10,04-01-2023,Certified
E10740,S501,Intermediate,8,16-06-2021,Certified
E10741,S509,Beginner,8,06-08-2021,Not Certified
E10742,S501,Expert,2,19-08-2024,Not Certified
E10742,S509,Beginner,1,04-01-2023,Certified
E10742,S502,Beginner,7,01-05-2023,Not Certified
E10742,S508,Beginner,5,23-10-2021,Not Certified
